image_path,label,dataset_source
data/processed\images\fer_test_happy_PrivateTest_51718636.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_51907748.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_51922394.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52109800.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52113835.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52181196.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52251559.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52359058.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52389156.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52523736.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52544508.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52646176.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52743340.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52811908.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52863251.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52877143.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52900614.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_52900901.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53068178.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53148039.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53246956.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_5329013.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53333483.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53552763.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53677858.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53681643.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53755340.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53796138.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_53993520.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54027664.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54035452.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54140791.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54165289.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54239372.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54275829.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54368418.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54479403.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54555933.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54646331.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54712038.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_54940776.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_5514183.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55175736.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55258572.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55497947.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55512604.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55527059.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_556985.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_55888910.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56190110.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56336763.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56410190.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56495773.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56510523.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56630556.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_56913383.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57066855.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57202584.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57229385.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_5728863.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57547658.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57687605.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57708966.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57714576.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57908813.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_57926598.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58073603.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58131759.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58167262.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58230869.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58334479.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58355446.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58380126.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_5841098.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58430001.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58610088.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58619480.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58626381.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58739451.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58789877.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58842420.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58902458.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_58922460.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59175201.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59321618.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59350303.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59409377.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59417109.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59445774.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59601460.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59812270.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59818994.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59827709.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59853591.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59886779.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_59948040.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60168220.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60253779.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6049065.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60641556.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60825323.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60840682.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_60893558.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6100434.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61167984.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61286189.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61352712.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61455454.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61486971.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61499973.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61676958.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61702339.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61728861.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61855708.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61868930.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_61881647.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62184911.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62208309.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62334812.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62370092.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62373679.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62399551.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6269413.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62698221.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62709406.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62939761.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62948921.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6303752.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63176014.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63462405.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63483123.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63605984.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63618577.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63782303.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63831732.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63840907.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_63845435.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64020153.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64261891.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64299659.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64356546.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64421357.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64512674.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64664253.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64684639.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64684882.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_647018.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64802061.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64899439.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_64921675.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65088855.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6518376.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65227360.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65255886.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6535428.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6539527.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65459510.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65462321.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65504188.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_65761852.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66073047.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66103789.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66147236.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66243445.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66293987.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66366290.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66551790.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66685895.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66750904.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66765777.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_66892564.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67130088.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67171604.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67429402.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67433791.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67493989.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67666882.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67671289.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67740059.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6781468.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_67973691.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68076911.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68107210.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68140452.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68181727.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68191465.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68433878.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68627917.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68696484.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68708045.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_68730680.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6876358.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_6908247.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69289271.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69443577.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69625272.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69738419.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69777499.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69803517.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69814564.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_69993473.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70007495.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7018994.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70276649.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70281146.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7040657.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7041966.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70427358.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70553471.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70736214.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70810444.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_70973642.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71397764.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71440071.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71477394.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71636588.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71684451.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71760509.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_71961243.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72035874.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72320360.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72382908.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72623208.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72875857.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_72890068.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73084625.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73152277.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73219906.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73352286.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7339158.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73482952.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7364353.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7366737.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73748973.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_73887528.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74031315.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74148006.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74155614.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74227374.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74293567.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74340192.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74364378.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7438776.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74390464.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74582740.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74655792.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74671264.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_74855069.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75009169.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75009569.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75123881.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75228702.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75418974.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75425285.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75524872.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75600645.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75630029.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75809662.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75889655.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_75977204.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76030608.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76073861.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76410281.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76616089.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76716282.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_76810954.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7700890.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7700982.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77024554.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77054646.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77181353.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77390248.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77565409.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77653683.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77666289.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77938501.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77984612.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_77984986.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_78066989.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_78076860.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7868121.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_78943374.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_7896997.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79166758.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79186661.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79360002.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79387813.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79399088.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79401634.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79430934.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79433800.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79550475.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79582234.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79602374.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79763324.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79769840.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_79961256.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8002268.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80239348.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8036657.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80479348.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80597508.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80630832.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80833405.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80856406.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80872557.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_80910264.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81084455.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81095533.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8115978.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81198237.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81247485.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81431646.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81433022.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81512221.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81611949.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81663950.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81755073.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81947519.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_81973303.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82094803.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82138406.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82161877.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82190293.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82288545.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82392713.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82652549.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82666275.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82741933.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82776167.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_82781232.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83117015.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_834081.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83492947.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83651711.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83754397.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83798545.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_83826586.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8398615.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8403789.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84124278.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84401678.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84405194.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84558655.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84572004.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84590897.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84946105.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_84975139.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_85178063.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_85186343.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_85826121.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_85904615.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_85920247.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86015874.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86023839.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8624473.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86300161.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86330625.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86354181.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86387731.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8640246.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86540003.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86728952.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86799610.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86947675.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_86970637.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87011890.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87143512.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87313924.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87342811.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87390457.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87395926.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87455722.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87485263.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87502081.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_8753470.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87587850.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_87589012.jpg,happiness,FER
