image_path,label,dataset_source
data/processed\images\fer_test_surprise_PublicTest_51597356.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_34072544.jpg,neutral,FER
data/processed\images\raf_train_train_03812_aligned.jpg,disgust,RAF
data/processed\images\fer_train_happy_Training_44673152.jpg,happiness,FER
data/processed\images\raf_train_train_04888_aligned.jpg,happiness,RAF
data/processed\images\fer_test_angry_PublicTest_89722367.jpg,anger,FER
data/processed\images\fer_train_angry_Training_57643691.jpg,anger,FER
data/processed\images\raf_train_train_02795_aligned.jpg,happiness,RAF
data/processed\images\fer_test_fear_PrivateTest_61214664.jpg,fear,FER
data/processed\images\fer_test_fear_PublicTest_21094378.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_27871698.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_14757341.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_48580659.jpg,anger,FER
data/processed\images\fer_train_happy_Training_65422657.jpg,happiness,FER
data/processed\images\raf_train_train_01159_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_0510_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_03034_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_6790452.jpg,neutral,FER
data/processed\images\raf_train_train_07397_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_81101693.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_28524812.jpg,fear,FER
data/processed\images\raf_train_train_00680_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_08607_aligned.jpg,sadness,RAF
data/processed\images\raf_test_test_0400_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_90778912.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_64324401.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_62421615.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_68886967.jpg,neutral,FER
data/processed\images\fer_test_angry_PrivateTest_47664873.jpg,anger,FER
data/processed\images\fer_train_angry_Training_65648141.jpg,anger,FER
data/processed\images\raf_test_test_3068_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_72511142.jpg,happiness,FER
data/processed\images\raf_train_train_09383_aligned.jpg,fear,RAF
data/processed\images\fer_train_angry_Training_40214128.jpg,anger,FER
data/processed\images\raf_train_train_02932_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_94370843.jpg,happiness,FER
data/processed\images\fer_test_surprise_PrivateTest_14561798.jpg,surprise,FER
data/processed\images\fer_train_happy_Training_82679748.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_10783695.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_2986188.jpg,neutral,FER
data/processed\images\raf_train_train_05167_aligned.jpg,surprise,RAF
data/processed\images\raf_test_test_1643_aligned.jpg,anger,RAF
data/processed\images\raf_train_train_01409_aligned.jpg,surprise,RAF
data/processed\images\raf_test_test_1693_aligned.jpg,happiness,RAF
data/processed\images\fer_test_sad_PublicTest_89885503.jpg,sadness,FER
data/processed\images\raf_train_train_03802_aligned.jpg,disgust,RAF
data/processed\images\raf_train_train_11160_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_6990747.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_31722679.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_8083052.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_64881187.jpg,anger,FER
data/processed\images\fer_test_fear_PrivateTest_47352844.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_74861483.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_58899036.jpg,fear,FER
data/processed\images\fer_train_happy_Training_63002447.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_86286445.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_78992356.jpg,surprise,FER
data/processed\images\fer_test_angry_PublicTest_17487264.jpg,anger,FER
data/processed\images\raf_test_test_0167_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_06527_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_02202_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_07814_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_34604309.jpg,anger,FER
data/processed\images\fer_test_happy_PublicTest_18243231.jpg,happiness,FER
data/processed\images\raf_train_train_05170_aligned.jpg,disgust,RAF
data/processed\images\fer_test_happy_PrivateTest_88165373.jpg,happiness,FER
data/processed\images\fer_test_happy_PrivateTest_62709406.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_24931057.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_39427656.jpg,happiness,FER
data/processed\images\ck_556.jpg,sadness,CK+
data/processed\images\fer_train_sad_Training_80704106.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_96749328.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_61361307.jpg,sadness,FER
data/processed\images\raf_train_train_07471_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_02982_aligned.jpg,happiness,RAF
data/processed\images\fer_test_surprise_PrivateTest_1388103.jpg,surprise,FER
data/processed\images\raf_test_test_2196_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_0673_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_0618_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_04237_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_98862396.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_96435627.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_45220026.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_62602730.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_3479695.jpg,neutral,FER
data/processed\images\fer_test_surprise_PublicTest_94398836.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_8730581.jpg,fear,FER
data/processed\images\raf_train_train_03414_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_10788_aligned.jpg,neutral,RAF
data/processed\images\fer_test_fear_PrivateTest_49135229.jpg,fear,FER
data/processed\images\fer_train_happy_Training_45089198.jpg,happiness,FER
data/processed\images\raf_train_train_05292_aligned.jpg,happiness,RAF
data/processed\images\fer_test_happy_PrivateTest_52523736.jpg,happiness,FER
data/processed\images\raf_train_train_04562_aligned.jpg,sadness,RAF
data/processed\images\fer_train_sad_Training_54793062.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_33414933.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_21827533.jpg,surprise,FER
data/processed\images\raf_test_test_2902_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_03153_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_04717_aligned.jpg,sadness,RAF
data/processed\images\fer_train_fear_Training_47339585.jpg,fear,FER
data/processed\images\fer_train_happy_Training_5551711.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_62788349.jpg,surprise,FER
data/processed\images\raf_train_train_11966_aligned.jpg,neutral,RAF
data/processed\images\fer_test_sad_PrivateTest_82773820.jpg,sadness,FER
data/processed\images\fer_test_angry_PublicTest_56981414.jpg,anger,FER
data/processed\images\fer_train_happy_Training_40435891.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_90158891.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_14344466.jpg,fear,FER
data/processed\images\raf_train_train_11935_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_13662166.jpg,surprise,FER
data/processed\images\raf_train_train_12017_aligned.jpg,neutral,RAF
data/processed\images\fer_train_sad_Training_5005592.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_36906652.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_98644350.jpg,neutral,FER
data/processed\images\raf_train_train_11545_aligned.jpg,neutral,RAF
data/processed\images\fer_test_surprise_PublicTest_66424456.jpg,surprise,FER
data/processed\images\raf_train_train_05387_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_07209_aligned.jpg,sadness,RAF
data/processed\images\fer_test_happy_PrivateTest_56510523.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_67858331.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_79422946.jpg,happiness,FER
data/processed\images\raf_train_train_11496_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_02303_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_97571779.jpg,fear,FER
data/processed\images\fer_train_sad_Training_64757473.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_18247833.jpg,happiness,FER
data/processed\images\fer_test_happy_PublicTest_32839417.jpg,happiness,FER
data/processed\images\raf_train_train_09548_aligned.jpg,disgust,RAF
data/processed\images\fer_train_neutral_Training_30660522.jpg,neutral,FER
data/processed\images\fer_test_neutral_PublicTest_87517191.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_36922060.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_37018694.jpg,happiness,FER
data/processed\images\raf_train_train_03008_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_0812_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_05950_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_91018732.jpg,happiness,FER
data/processed\images\fer_test_angry_PublicTest_81742978.jpg,anger,FER
data/processed\images\fer_train_happy_Training_76806381.jpg,happiness,FER
data/processed\images\raf_train_train_06132_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_02836_aligned.jpg,happiness,RAF
data/processed\images\fer_test_surprise_PublicTest_97409597.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_74024702.jpg,anger,FER
data/processed\images\fer_train_sad_Training_75262873.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_68386.jpg,neutral,FER
data/processed\images\raf_train_train_03505_aligned.jpg,sadness,RAF
data/processed\images\fer_train_angry_Training_41381379.jpg,anger,FER
data/processed\images\ck_360.jpg,sadness,CK+
data/processed\images\raf_train_train_09954_aligned.jpg,neutral,RAF
data/processed\images\fer_train_disgust_Training_36703585.jpg,disgust,FER
data/processed\images\fer_train_neutral_Training_44826569.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_40890784.jpg,sadness,FER
data/processed\images\fer_train_disgust_Training_64080976.jpg,disgust,FER
data/processed\images\fer_train_angry_Training_92529003.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_43591169.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_40072423.jpg,neutral,FER
data/processed\images\raf_train_train_01048_aligned.jpg,sadness,RAF
data/processed\images\fer_train_surprise_Training_21779986.jpg,surprise,FER
data/processed\images\fer_train_neutral_Training_52081104.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_38420421.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_35786513.jpg,anger,FER
data/processed\images\fer_train_happy_Training_76469395.jpg,happiness,FER
data/processed\images\fer_test_neutral_PublicTest_97855765.jpg,neutral,FER
data/processed\images\fer_test_neutral_PrivateTest_67534145.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_12095988.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_99339110.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_2724105.jpg,anger,FER
data/processed\images\raf_train_train_09932_aligned.jpg,neutral,RAF
data/processed\images\fer_train_sad_Training_13716815.jpg,sadness,FER
data/processed\images\fer_test_neutral_PrivateTest_51157636.jpg,neutral,FER
data/processed\images\raf_train_train_00392_aligned.jpg,happiness,RAF
data/processed\images\fer_test_surprise_PrivateTest_97564373.jpg,surprise,FER
data/processed\images\raf_train_train_08985_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_10528_aligned.jpg,neutral,RAF
data/processed\images\fer_train_neutral_Training_69195752.jpg,neutral,FER
data/processed\images\raf_test_test_1157_aligned.jpg,surprise,RAF
data/processed\images\fer_train_neutral_Training_27840679.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_47186937.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_81913976.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_56395890.jpg,happiness,FER
data/processed\images\raf_test_test_3063_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_2989544.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_60163016.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_63239185.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_35803006.jpg,anger,FER
data/processed\images\fer_train_happy_Training_4950777.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_84325046.jpg,anger,FER
data/processed\images\raf_train_train_04670_aligned.jpg,sadness,RAF
data/processed\images\fer_train_sad_Training_27735118.jpg,sadness,FER
data/processed\images\raf_train_train_10140_aligned.jpg,neutral,RAF
data/processed\images\raf_test_test_0129_aligned.jpg,happiness,RAF
data/processed\images\fer_test_sad_PublicTest_47814152.jpg,sadness,FER
data/processed\images\fer_test_happy_PrivateTest_87686002.jpg,happiness,FER
data/processed\images\raf_train_train_00223_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_02778_aligned.jpg,surprise,RAF
data/processed\images\fer_train_neutral_Training_7722535.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_90929623.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_23854394.jpg,anger,FER
data/processed\images\fer_train_sad_Training_75543640.jpg,sadness,FER
data/processed\images\fer_test_neutral_PublicTest_41718208.jpg,neutral,FER
data/processed\images\fer_test_sad_PrivateTest_40740490.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_27667513.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_46789907.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_88588242.jpg,neutral,FER
data/processed\images\fer_train_surprise_Training_39825422.jpg,surprise,FER
data/processed\images\raf_train_train_04939_aligned.jpg,surprise,RAF
data/processed\images\raf_train_train_02336_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_74788154.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_41004362.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_80184735.jpg,sadness,FER
data/processed\images\raf_test_test_0528_aligned.jpg,happiness,RAF
data/processed\images\fer_train_sad_Training_62673386.jpg,sadness,FER
data/processed\images\fer_train_angry_Training_52294905.jpg,anger,FER
data/processed\images\raf_train_train_11155_aligned.jpg,neutral,RAF
data/processed\images\fer_train_sad_Training_52541560.jpg,sadness,FER
data/processed\images\raf_train_train_04583_aligned.jpg,happiness,RAF
data/processed\images\fer_train_surprise_Training_28627177.jpg,surprise,FER
data/processed\images\fer_test_fear_PrivateTest_91228271.jpg,fear,FER
data/processed\images\fer_train_angry_Training_94952701.jpg,anger,FER
data/processed\images\raf_train_train_02469_aligned.jpg,happiness,RAF
data/processed\images\fer_train_sad_Training_88274907.jpg,sadness,FER
data/processed\images\raf_train_train_10375_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_03528_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_10927_aligned.jpg,neutral,RAF
data/processed\images\fer_test_sad_PublicTest_15372592.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_68316180.jpg,fear,FER
data/processed\images\fer_test_happy_PublicTest_16898559.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_54086407.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_77232596.jpg,surprise,FER
data/processed\images\fer_train_surprise_Training_18520535.jpg,surprise,FER
data/processed\images\raf_train_train_02894_aligned.jpg,happiness,RAF
data/processed\images\fer_train_neutral_Training_34912301.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_20583731.jpg,anger,FER
data/processed\images\fer_test_happy_PrivateTest_63462405.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_39441691.jpg,surprise,FER
data/processed\images\fer_test_angry_PublicTest_27318961.jpg,anger,FER
data/processed\images\fer_train_angry_Training_26002691.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_34723643.jpg,neutral,FER
data/processed\images\fer_test_angry_PrivateTest_99757533.jpg,anger,FER
data/processed\images\raf_test_test_0944_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_0702_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_39625288.jpg,fear,FER
data/processed\images\fer_train_happy_Training_17571873.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_87265100.jpg,surprise,FER
data/processed\images\raf_train_train_00517_aligned.jpg,disgust,RAF
data/processed\images\fer_train_neutral_Training_99691598.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_15968425.jpg,happiness,FER
data/processed\images\raf_train_train_00323_aligned.jpg,surprise,RAF
data/processed\images\ck_774.jpg,anger,CK+
data/processed\images\fer_train_sad_Training_93691368.jpg,sadness,FER
data/processed\images\raf_train_train_01124_aligned.jpg,surprise,RAF
data/processed\images\fer_test_angry_PrivateTest_86408178.jpg,anger,FER
data/processed\images\fer_train_fear_Training_39202787.jpg,fear,FER
data/processed\images\fer_train_fear_Training_12703929.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_90709299.jpg,surprise,FER
data/processed\images\raf_train_train_10196_aligned.jpg,neutral,RAF
data/processed\images\raf_test_test_1320_aligned.jpg,surprise,RAF
data/processed\images\raf_test_test_0676_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_28884269.jpg,anger,FER
data/processed\images\raf_train_train_07224_aligned.jpg,anger,RAF
data/processed\images\fer_train_fear_Training_80845265.jpg,fear,FER
data/processed\images\fer_test_surprise_PrivateTest_56650171.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_4530522.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_87309793.jpg,neutral,FER
data/processed\images\fer_test_happy_PrivateTest_14768445.jpg,happiness,FER
data/processed\images\fer_test_surprise_PrivateTest_59595884.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_96466505.jpg,anger,FER
data/processed\images\fer_train_sad_Training_35696394.jpg,sadness,FER
data/processed\images\fer_train_sad_Training_14661121.jpg,sadness,FER
data/processed\images\fer_train_sad_Training_25621261.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_41587813.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_42761363.jpg,fear,FER
data/processed\images\fer_test_angry_PublicTest_22423869.jpg,anger,FER
data/processed\images\raf_test_test_2693_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_48959257.jpg,happiness,FER
data/processed\images\fer_test_neutral_PublicTest_94872045.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_78431316.jpg,fear,FER
data/processed\images\fer_train_happy_Training_88388137.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_33236013.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_55963561.jpg,fear,FER
data/processed\images\fer_train_neutral_Training_22224631.jpg,neutral,FER
data/processed\images\fer_train_sad_Training_73046118.jpg,sadness,FER
data/processed\images\raf_train_train_04714_aligned.jpg,happiness,RAF
data/processed\images\fer_train_fear_Training_62762520.jpg,fear,FER
data/processed\images\raf_train_train_00155_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_10648_aligned.jpg,neutral,RAF
data/processed\images\fer_train_happy_Training_32710986.jpg,happiness,FER
data/processed\images\fer_test_sad_PrivateTest_88631888.jpg,sadness,FER
data/processed\images\fer_test_happy_PublicTest_24902629.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_70605348.jpg,anger,FER
data/processed\images\fer_test_sad_PublicTest_50385779.jpg,sadness,FER
data/processed\images\fer_train_fear_Training_12271295.jpg,fear,FER
data/processed\images\raf_test_test_0915_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_73743184.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_54578055.jpg,surprise,FER
data/processed\images\fer_train_fear_Training_59319132.jpg,fear,FER
data/processed\images\raf_test_test_1583_aligned.jpg,happiness,RAF
data/processed\images\fer_train_sad_Training_48568014.jpg,sadness,FER
data/processed\images\raf_test_test_0403_aligned.jpg,sadness,RAF
data/processed\images\fer_train_fear_Training_88054161.jpg,fear,FER
data/processed\images\fer_train_happy_Training_45604927.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_51425345.jpg,anger,FER
data/processed\images\fer_train_sad_Training_49761659.jpg,sadness,FER
data/processed\images\raf_train_train_05463_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_11542220.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_89849984.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_54370486.jpg,happiness,FER
data/processed\images\fer_test_fear_PrivateTest_71935283.jpg,fear,FER
data/processed\images\fer_train_surprise_Training_17003206.jpg,surprise,FER
data/processed\images\fer_test_happy_PublicTest_57005696.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_20374852.jpg,anger,FER
data/processed\images\raf_train_train_07181_aligned.jpg,anger,RAF
data/processed\images\fer_train_neutral_Training_61687114.jpg,neutral,FER
data/processed\images\raf_test_test_2546_aligned.jpg,neutral,RAF
data/processed\images\raf_train_train_06838_aligned.jpg,anger,RAF
data/processed\images\raf_test_test_2436_aligned.jpg,neutral,RAF
data/processed\images\ck_429.jpg,sadness,CK+
data/processed\images\fer_train_happy_Training_93615834.jpg,happiness,FER
data/processed\images\raf_test_test_1671_aligned.jpg,disgust,RAF
data/processed\images\fer_test_happy_PrivateTest_88760955.jpg,happiness,FER
data/processed\images\fer_train_fear_Training_53651086.jpg,fear,FER
data/processed\images\fer_train_fear_Training_68849468.jpg,fear,FER
data/processed\images\raf_train_train_08492_aligned.jpg,surprise,RAF
data/processed\images\fer_test_angry_PublicTest_27793599.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_76669325.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_19623100.jpg,happiness,FER
data/processed\images\raf_train_train_02326_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_19633287.jpg,anger,FER
data/processed\images\fer_train_sad_Training_83474295.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_47636305.jpg,happiness,FER
data/processed\images\fer_train_angry_Training_73524161.jpg,anger,FER
data/processed\images\fer_train_neutral_Training_43116939.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_74758860.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_4158003.jpg,happiness,FER
data/processed\images\raf_train_train_04887_aligned.jpg,sadness,RAF
data/processed\images\fer_train_sad_Training_8884164.jpg,sadness,FER
data/processed\images\fer_train_neutral_Training_30041582.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_89489992.jpg,anger,FER
data/processed\images\raf_train_train_02200_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_25296282.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_36214304.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_49920572.jpg,sadness,FER
data/processed\images\fer_test_happy_PrivateTest_14530913.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_33235517.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_8634988.jpg,surprise,FER
data/processed\images\raf_train_train_00108_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_18787866.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_10466459.jpg,surprise,FER
data/processed\images\fer_test_happy_PrivateTest_73152277.jpg,happiness,FER
data/processed\images\fer_train_disgust_Training_36543482.jpg,disgust,FER
data/processed\images\fer_test_sad_PrivateTest_51713257.jpg,sadness,FER
data/processed\images\raf_train_train_03692_aligned.jpg,disgust,RAF
data/processed\images\fer_train_sad_Training_59479656.jpg,sadness,FER
data/processed\images\fer_train_surprise_Training_42514561.jpg,surprise,FER
data/processed\images\raf_train_train_00553_aligned.jpg,disgust,RAF
data/processed\images\fer_train_happy_Training_16318439.jpg,happiness,FER
data/processed\images\fer_train_neutral_Training_81550311.jpg,neutral,FER
data/processed\images\raf_train_train_03674_aligned.jpg,happiness,RAF
data/processed\images\fer_test_neutral_PublicTest_89717306.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_80555635.jpg,anger,FER
data/processed\images\fer_train_angry_Training_26264619.jpg,anger,FER
data/processed\images\fer_train_happy_Training_41832993.jpg,happiness,FER
data/processed\images\raf_test_test_0562_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_21830558.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_38026546.jpg,surprise,FER
data/processed\images\fer_train_sad_Training_80338672.jpg,sadness,FER
data/processed\images\fer_test_sad_PublicTest_28585807.jpg,sadness,FER
data/processed\images\raf_train_train_04488_aligned.jpg,happiness,RAF
data/processed\images\fer_train_happy_Training_51564699.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_17080169.jpg,happiness,FER
data/processed\images\fer_test_neutral_PrivateTest_60521672.jpg,neutral,FER
data/processed\images\fer_train_angry_Training_22662478.jpg,anger,FER
data/processed\images\fer_train_surprise_Training_76472637.jpg,surprise,FER
data/processed\images\fer_train_angry_Training_8764085.jpg,anger,FER
data/processed\images\raf_test_test_0314_aligned.jpg,surprise,RAF
data/processed\images\fer_train_fear_Training_14813989.jpg,fear,FER
data/processed\images\fer_train_happy_Training_71713589.jpg,happiness,FER
data/processed\images\fer_train_happy_Training_42282892.jpg,happiness,FER
data/processed\images\fer_test_fear_PublicTest_93745770.jpg,fear,FER
data/processed\images\raf_test_test_1762_aligned.jpg,happiness,RAF
data/processed\images\raf_test_test_1106_aligned.jpg,surprise,RAF
data/processed\images\fer_test_neutral_PublicTest_93678137.jpg,neutral,FER
data/processed\images\fer_train_neutral_Training_76458114.jpg,neutral,FER
data/processed\images\raf_train_train_08053_aligned.jpg,sadness,RAF
data/processed\images\fer_train_happy_Training_34064981.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_43715297.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_12694430.jpg,happiness,FER
data/processed\images\fer_train_sad_Training_44694279.jpg,sadness,FER
data/processed\images\fer_train_happy_Training_51920961.jpg,happiness,FER
data/processed\images\fer_train_surprise_Training_25813128.jpg,surprise,FER
data/processed\images\raf_train_train_00702_aligned.jpg,happiness,RAF
data/processed\images\raf_train_train_10024_aligned.jpg,neutral,RAF
data/processed\images\fer_train_surprise_Training_41233774.jpg,surprise,FER
data/processed\images\fer_test_neutral_PrivateTest_37518323.jpg,neutral,FER
data/processed\images\fer_train_fear_Training_5352975.jpg,fear,FER
data/processed\images\fer_train_angry_Training_54091544.jpg,anger,FER
data/processed\images\raf_train_train_02626_aligned.jpg,disgust,RAF
data/processed\images\fer_train_neutral_Training_63429804.jpg,neutral,FER
data/processed\images\raf_test_test_0900_aligned.jpg,disgust,RAF
data/processed\images\fer_train_fear_Training_53678309.jpg,fear,FER
data/processed\images\fer_train_happy_Training_46334744.jpg,happiness,FER
data/processed\images\raf_train_train_05784_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_00095_aligned.jpg,anger,RAF
data/processed\images\raf_train_train_09412_aligned.jpg,disgust,RAF
data/processed\images\fer_train_neutral_Training_30746538.jpg,neutral,FER
data/processed\images\fer_train_happy_Training_25013383.jpg,happiness,FER
data/processed\images\raf_train_train_10333_aligned.jpg,neutral,RAF
data/processed\images\fer_test_sad_PrivateTest_87040159.jpg,sadness,FER
data/processed\images\raf_test_test_0203_aligned.jpg,sadness,RAF
data/processed\images\raf_train_train_00674_aligned.jpg,sadness,RAF
data/processed\images\fer_train_happy_Training_93341834.jpg,happiness,FER
data/processed\images\fer_test_surprise_PublicTest_4506807.jpg,surprise,FER
data/processed\images\fer_train_surprise_Training_39930861.jpg,surprise,FER
data/processed\images\fer_train_happy_Training_73932212.jpg,happiness,FER
data/processed\images\raf_test_test_1393_aligned.jpg,happiness,RAF
data/processed\images\fer_train_angry_Training_67740521.jpg,anger,FER
data/processed\images\fer_train_sad_Training_20755319.jpg,sadness,FER
data/processed\images\raf_train_train_06426_aligned.jpg,anger,RAF
